Famille;Sous famille;Désignation;Fournisseur;Fabricant;Ref fournisseur;tenu en stock;Conditionnement;Multiple cde;Unité Qte; Ancien Prix/U HT ;Prix/U HT;unité / prix;Coeff conversion;date prix
JOINT;;JOINT A BOURRER 5 MM;ARCELOR (BERTON SICARD);INSTALLUX;905;Non;50;1;ML;;;Rlx;;
JOINT;;JOINT A BOURRER 6 MM;ARCELOR (BERTON SICARD);INSTALLUX;906;Non;50;1;ML;;;Rlx;;
JOINT;;JOINT A BOURRER 7 MM;ARCELOR (BERTON SICARD);INSTALLUX;907;Non;50;1;ML;;;Rlx;;
JOINT;;JOINT A BOURRER 8 MM;ARCELOR (BERTON SICARD);INSTALLUX;908;Non;50;1;ML;;33,50;Rlx;1;
JOINT;;JOINT APPUI REMPLISSAGE;ARCELOR (BERTON SICARD);INSTALLUX;7060;Non;50;1;Rlx;;1,30;Rlx;;sept-21
JOINT;;JOINT INT. EXT.;ARCELOR (BERTON SICARD);INSTALLUX;7061;Non;50;1;Rlx;;25,75;Rlx;;
JOINT;;JOINT EXT. 2;ARCELOR (BERTON SICARD);INSTALLUX;7062;Non;50;1;Rlx;;21,00;Rlx;;
JOINT;;JOINT EXT. 4 SILICONE;ARCELOR (BERTON SICARD);INSTALLUX;7064;Non;50;1;Rlx; 24,50 ;25,00;Rlx;;sept-21
JOINT;Cheneau;JOINT EXT. SABLIERE;ARCELOR (BERTON SICARD);INSTALLUX;7067;Non;25;1;Rlx;;93,75;Rlx;;
JOINT;;JOINT EXTERIEUR 12;ARCELOR (BERTON SICARD);INSTALLUX;7073;Non;25;1;ML; 26,44 ;29,00;Rlx;;sept-21
JOINT;;JOINT LEVRE 52 MM;ARCELOR (BERTON SICARD);INSTALLUX;7178;Non;25;1;ML;;46,88;Rlx;;
JOINT;;JOINT LEVRE 72 MM;ARCELOR (BERTON SICARD);INSTALLUX;7179;Oui;25;1;ML; 56,75 ;62,00;Rlx;;
JOINT;;JOINT DE TRAVERSE 2;ARCELOR (BERTON SICARD);INSTALLUX;8610;N;50;1;Rlx;;;Rlx;;
JOINT;;JOINT LEVRE;ARCELOR (BERTON SICARD);INSTALLUX;7074;Non;25;;;;;;;
JOINT;;JOINT ARETIER;ARCELOR (BERTON SICARD);INSTALLUX;7815;Non;50;;;;;;;
JOINT;;JOINT ASSISE 11;ARCELOR (BERTON SICARD);INSTALLUX;8604;Non;50;;;;;;;
JOINT;;COUVRE-JOINT;ARCELOR (BERTON SICARD);INSTALLUX;P6048;Non;5,8;;;;;;;
JOINT;;PORTE JOINT PORT BATTANT;ARCELOR (BERTON SICARD);INSTALLUX;532;Non;6,5;;;;;;;
JOINT;;PORTE JOINT PORT BATTANT;ARCELOR (BERTON SICARD);INSTALLUX;532/3;Non;3,2;;;;;;;
JOINT;;PORTE JOINT COULISSANT;ARCELOR (BERTON SICARD);INSTALLUX;533;Non;6,5;;;;;;;
JOINT;;PORTE JOINT COULISSANT;ARCELOR (BERTON SICARD);INSTALLUX;533/2;Non;2,6;;;;;;;
JOINT;;U PORTE-JOINT;ARCELOR (BERTON SICARD);INSTALLUX;592;Non;6,5;;;;;;;
JOINT;;*CVRE-JOINT RENO CARRE;ARCELOR (BERTON SICARD);INSTALLUX;5101;Non;6,5;;;;;;;
JOINT;;JOINTEMENT OF 2 VTX;ARCELOR (BERTON SICARD);INSTALLUX;5420TH;Non;6,5;;;;;;;
JOINT;;DORM. 64 COUVR.JOINT;ARCELOR (BERTON SICARD);INSTALLUX;5922;Non;6;;;;;;;
JOINT;;PORTE JOINT ARTICULATION;ARCELOR (BERTON SICARD);INSTALLUX;7660;Non;6,5;;;;;;;
JOINT;;JOINT FAITIERE EPINE;ARCELOR (BERTON SICARD);INSTALLUX;7172;Non;50;;;;;;;
JOINT;;JOINT FAITIERE EPINE;ARCELOR (BERTON SICARD);INSTALLUX;7172;Non;50;;;;;;;
JOINT;;CVRE JOINT 50 MOUL TOLE;ARCELOR (BERTON SICARD);INSTALLUX;9160;Non;6,5;;;;;;;
JOINT;;CVRE JOINT 70 MOUL TOLE;ARCELOR (BERTON SICARD);INSTALLUX;9161;Non;6,5;;;;;;;
JOINT;;JOINTEMENT VANTAUX;ARCELOR (BERTON SICARD);INSTALLUX;9349;Non;6,5;;;;;;;
JOINT;;JOINTEMENT PF SM;ARCELOR (BERTON SICARD);INSTALLUX;410045;Non;6,5;;;;;;;
JOINT;;JOINTEMENT PF GRAND OUV;ARCELOR (BERTON SICARD);INSTALLUX;410047;Non;6,5;;;;;;;
JOINT;;OUV JOINT SF CAGE DE 16;ARCELOR (BERTON SICARD);INSTALLUX;410069;Non;6,5;;;;;;;
JOINT;;RENFORT JOINTEMENT SF;ARCELOR (BERTON SICARD);INSTALLUX;423010;Non;6,5;;;;;;;
Fixation;;Etrier brides latérales IUSE Ht 239 Lg 48;"DISPANO
";;3236986;Non;1;1;UN;;4,28;UN;;
Fixation;;Etrier brides latérales IUSE Ht 239 Lg 93;"DISPANO
";;;Non;1;1;UN;;3,80;UN;;
Bois;;Poutre I Steico 240 45x39;Steico;;3540724;Non;13;1;barre;;83,59;ML;;
Bois;;Poutre I Steico 240 45x39;Steico;;3540724;Non;7;1;barre;;45,01;ML;;
Bois;;Poutre I Steico 240 60x39;Steico;;;Non;13;1;barre;;83,59;ML;;
Bois;;Poutre I Steico 240x90x39;Steico;;;Non;13;1;barre;;98,41;ML;;
Bois;;Poutre I Steico 240x90x39;Steico;;;Non;7;1;barre;;52,99;ML;;
Bois;;Poutre I Steico 360 60x39;Steico;;IPN360_6039;;;;;;;;;
Bois;;Plaque Bois OSB3 18mm emboitable 2500x675;"DISPANO
";;3385548;Non;1;1;UN;;34,03;UN;;
Bois;;Plaque Bois OSB3 22mm emboitable 2500x1250;"DISPANO
";;3385548;Non;1;1;UN;;34,03;UN;;
Bois;;Plaque Bois OSB3 9mm 2500x1250;"DISPANO
";;6661376;Non;1;1;UN;;17,31;UN;;
Isolant;;Panneaux Isolant Steicoflex 122x57,5 Ep 100mm;Steico;;;Non;PAQUET DE 4;1;PAQUET DE 4;;;M2;;
Isolant;;Panneaux Isolant Steicoflex 122x57,5 Ep 200mm;Steico;;1175883;Non;PAQUET DE 2;1;PAQUET DE 2;;17,65;M2;;
Isolant;;Panneaux Isolant Steicoflex 122x57,5 Ep 50mm;Steico;;;Non;;1;;;;M2;;
Bois;;Panneau MDF Hydrofuge (medium) 19mm 2800x2070;"DISPANO
";;;Non;;1;;;79,00;UN;;
Fixation;;Etrier brides latérales IUSE Ht 239 Lg 48;DISTRI BOIS;;Etrier238x48;Non;1;1;UN;;4,53;UN;;
Bois;;Poutre I Steico 240 45x39;DISTRI BOIS;;I24045;Non;13;1;barre;;95,28;UN;;
Bois;;Plaque Bois OSB3 18mm emboitable 2500x675;DISTRI BOIS;;DOSB18;Non;1;1;UN;;34,03;UN;;
Bois;;Plaque Bois OSB3 9mm 2800x1196;DISTRI BOIS;;OSB9;Non;1;1;UN;;17,31;UN;;
Isolant;;Panneaux Ioslant Steicoflex 122x57,5 Ep 100mm;DISTRI BOIS;;FLEX100;Non;PAQUET DE 4;1;PAQUET DE 4;;18,70;M2;;
Outillage;;Pied pour scie makita;FERBAT;Makita DEAWST06;?;Non;;1;UN;;189,00;UN;;
Outillage;;Scie radiale circulaire lame Diam 305mm;FERBAT;Makita LS1219L;999;Non;;1;UN;;790,00;UN;;
Outillage;;Scie radiale circulaire lame Diam 305mm;FERBAT;DEWALT DWS780;069780;Non;;1;UN;;865,00;UN;;
Outillage;;Perceuse-Percu 18v 5.2A  +  3 batteries;FERBAT;MAKITA DHP482RM3J;527482;Non;;1;UN;;330,00;UN;;
JOINT;;JOINTEMENT VANTAUX;ARCELOR (BERTON SICARD);INSTALLUX;910035;Non;6,5;;;;;;;
Joint;;JOINT CLIPPE APPUI;INSTALLUX;INSTALLUX;900;Non;50;1;ML;;15,00;ML;;
Joint;;JOINT A BOURRER 2MM;INSTALLUX;INSTALLUX;900;Non;50;1;ML;;15,00;ML;;
Joint;;JOINT A BOURRER 3 MM;INSTALLUX;INSTALLUX;903;Non;50;1;ML;;;ML;;
Joint;;JOINT A BOURRER 4 MM;INSTALLUX;INSTALLUX;904;Non;50;1;ML;;15,50;ML;;
Joint;;JOINT A BOURRER 5 MM;INSTALLUX;INSTALLUX;905;Non;50;1;ML;;;ML;;
Joint;;JOINT A BOURRER 6 MM;INSTALLUX;INSTALLUX;906;Non;50;1;ML;;;ML;;
Joint;;JOINT A BOURRER 7 MM;INSTALLUX;INSTALLUX;907;Non;50;1;ML;;;ML;;
Joint;;JOINT A BOURRER 8 MM;INSTALLUX;INSTALLUX;908;Non;50;1;ML;;33,50;Rlx;1;
Profil Alu;;SABLIERE SIMPLE;INSTALLUX;INSTALLUX;1160;Non;6,5;1;barre;;13,85;barre;;
Accessoire;;EQUERRE ALUMINIUM GM;INSTALLUX;INSTALLUX;1287;Non;40;1;UN;;68,00;UN;;
Profil Alu;;PARCLOSE CLIPABLE 13.5;INSTALLUX;INSTALLUX;5052;Non;6,5;1;UN;;24,93;UN;;
Accessoire;;CLIP DE PARCLOSE INOX;INSTALLUX;INSTALLUX;5301;Non;50;1;UN;;0,10;UN;;
Accessoire;;EQUERRE 15,4X22,2;INSTALLUX;INSTALLUX;5307;Non;1;1;un;;1,72;UN;;
Accessoire;;EQUERRE 15,4X6,1;INSTALLUX;INSTALLUX;5308;Non;1;1;un;;0,92;UN;;
Accessoire;;EQUERRE REGLAB.15,4X22,2;INSTALLUX;INSTALLUX;5312;Non;1;1;un;;4,64;UN;;
Accessoire;;EQUERRE REGLAB.15,4X6,1;INSTALLUX;INSTALLUX;5313;Non;1;1;un;;4,25;UN;;
Profil Alu;;PARCLOSE ARRONDIE 13.5;INSTALLUX;INSTALLUX;5512;Non;6,5;1;UN;;;UN;;
Profil Alu;;CAGE C.J RAPPORTEE;INSTALLUX;INSTALLUX;6599;Non;6,5;1;barre;;;barre;;
Profil Alu;;CHEVRON MOULURE 60;INSTALLUX;INSTALLUX;7008;Non;6,5;1;barre;;68,77;barre;;
Profil Alu;;CACHE RAINURE /7231TH;INSTALLUX;INSTALLUX;7025;Non;6,5;1;barre;;10,34;Barre;;
Profil Alu;;RENFORT SABLIERE BRUT;INSTALLUX;INSTALLUX;7026;n;6,5;1;barre;;;barre;;
Profil Alu;;OBTURATEUR 32;INSTALLUX;INSTALLUX;7045;Non;6,5;1;barre; 21,87 ;18,33;barre;1;
Profil Alu;;CAPOT 66;INSTALLUX;INSTALLUX;7053;Non;6,5;1;UN;;86,58;UN;;
Profil Alu;;CAPOT 9;INSTALLUX;INSTALLUX;7058;Non;6,5;1;barre;;55,06;Barre;;
Joint;;JOINT APPUI REMPLISSAGE;INSTALLUX;INSTALLUX;7060;Non;50;1;Rlx;;1,30;Rlx;;sept-21
Joint;;JOINT INT. EXT.;INSTALLUX;INSTALLUX;7061;Non;50;1;Rlx;;25,75;Rlx;;
Joint;;JOINT EXT. 2;INSTALLUX;INSTALLUX;#REF!;Non;#REF!;1;Rlx;;21,00;Rlx;;
Joint;;JOINT EXT. 4 SILICONE;INSTALLUX;INSTALLUX;#REF!;Non;#REF!;1;Rlx; 24,50 ;#REF!;Rlx;;sept-21
Joint;;JOINT EXT. SABLIERE;INSTALLUX;INSTALLUX;7067;Non;25;1;Rlx;;93,75;Rlx;;
Joint;;JOINT EXTERIEUR 12;INSTALLUX;INSTALLUX;7073;Non;#REF!;1;ML;#REF!;#REF!;ML;;sept-21
Profil Alu;;JOINT ARETIER;INSTALLUX;INSTALLUX;7074;Non;#REF!;1;barre;;;barre;;
Accessoire;;JONCTION (7760TH) CHENEAU 180°;INSTALLUX;INSTALLUX;7087;Non;1;1;UN;;5,25;UN;;
Accessoire;;JONCTION CHENEAU 90°INT;INSTALLUX;INSTALLUX;7088;Non;1;1;UN;;15,20;UN;;
Joint;;JOINT LEVRE 52 MM;INSTALLUX;INSTALLUX;7178;Non;25;1;ML;;46,88;Rlx;;
Joint;;JOINT LEVRE 72 MM;INSTALLUX;INSTALLUX;7179;Oui;25;25;ML; 56,75 ;62,00;ML;;
Profil Alu;;PARCLOSE REMPL.28/32;INSTALLUX;INSTALLUX;7218;Non;6,5;1;barre;;15,86;barre;;
Profil Alu;;NOUE 143MM;INSTALLUX;INSTALLUX;7225;Non;6,5;1;barre;;186,81;Barre;;
Profil Alu;;ARTICULATIO/NOUE 7225;INSTALLUX;INSTALLUX;7226;Non;6,5;1;barre;;24,12;Barre;;
Profil Alu;;CAPOT INT. /NOUE 7225;INSTALLUX;INSTALLUX;7227;Non;6,5;1;barre;;90,84;Barre;;
Accessoire;;Embout de chevron;INSTALLUX;INSTALLUX;#REF!;Non;1;1;Boite;;33,70;Boite;;
Profil Alu;;REHAUSSE MOULUREE DC 104;INSTALLUX;INSTALLUX;7603;Non;6,5;1;barre; 77,35 ;79,17;barre;;24-sept
Profil Alu;;REHAUSSE DROITE DC 104;INSTALLUX;INSTALLUX;7605;Non;6,5;1;barre;;71,37;barre;;
Profil Alu;;CHENEAU RAPPORTE;INSTALLUX;INSTALLUX;7606;Non;6,5;1;barre;;166,66;barre;;
Profil Alu;;REPRISE CHENEAU /7606;INSTALLUX;INSTALLUX;7613;Non;6,5;1;barre;;166,66;Barre;;
Profil Alu;;(*)PROF BARDAGE CHENEAU;INSTALLUX;INSTALLUX;7617;Non;6,5;1;barre;;85,28;barre;;
Profil Alu;;CHEVRO156MM RENFORCE;INSTALLUX;INSTALLUX;7621;Non;#REF!;1;barre;;;barre;;
Profil Alu;;CHEVRON 106MM;INSTALLUX;INSTALLUX;#REF!;Non;#REF!;1;barre;;;barre;;
Profil Alu;;CAPOT VISSE 31;INSTALLUX;INSTALLUX;7626;Non;6,5;1;barre;;;barre;;
Profil Alu;;INTERCALAIRE PVC REMP32;INSTALLUX;INSTALLUX;#REF!;Non;#REF!;1;barre;;;barre;;
Profil Alu;;OBTURATEUR;INSTALLUX;INSTALLUX;#REF!;Non;#REF!;1;barre;;;barre;;
Profil Alu;;CAPOT ARETIER;INSTALLUX;INSTALLUX;7666;Non;#REF!;1;barre;;;barre;;
Profil Alu;;CAPOT INTERIEUR ARETIER;INSTALLUX;INSTALLUX;#REF!;Non;#REF!;1;barre;;;barre;;
Profil Alu;;ARTICULATION FAITIERE;INSTALLUX;INSTALLUX;7670;Non;6,5;1;UN;;;UN;;
Profil Alu;;ENTRETOISE CHEVRON;INSTALLUX;INSTALLUX;7675;Non;6,5;1;barre;;45,31;barre;;
Profil Alu;;ENTRETOISE CHEVRON;INSTALLUX;INSTALLUX;7675;Non;6,5;1;UN;;;UN;;
Profil Alu;;ARTICULATION CHEVRON 108;INSTALLUX;INSTALLUX;7676;Non;6,5;1;barre;;;barre;;
Profil Alu;;(*)DESCENTE D’EAU;INSTALLUX;INSTALLUX;7685;Non;6,5;1;barre;;64,77;barre;;
Profil Alu;;(*)CAPOT DESCENTE D’EAU;INSTALLUX;INSTALLUX;7686;Non;6,5;1;barre;;86,22;barre;;
Profil Alu;;CAPOT FAITIERE;INSTALLUX;INSTALLUX;7689;Non;6,5;1;barre; 13,19 ;26,98;barre;;
Accessoire;;Clip Fixation Réhausse;INSTALLUX;INSTALLUX;7721;oui;100;1;UN;;23,00;UN;;
Accessoire;;EMBOUT FAITIERE;INSTALLUX;INSTALLUX;7772;Non;1;1;UN;;10,04;UN;;
Profil Alu;;ACCROCHE BAS DE CAPOT 78;INSTALLUX;INSTALLUX;7779;Non;6,5;1;barre;;;barre;;
Profil Alu;;CHENEAU VOLET ROULANT;INSTALLUX;INSTALLUX;7784;Non;6,5;1;barre;;;barre;;
Accessoire;;EMBOUT 7760TH+7603;INSTALLUX;INSTALLUX;7786;Non;1;1;UN;;9,39;UN;;
Profil Alu;;CAPOT CONTEMPORAIN VR;INSTALLUX;INSTALLUX;7796;Non;6,5;1;barre;;;barre;;
Profil Alu;;REHAUSSE CONTEMP VR;INSTALLUX;INSTALLUX;7798;Non;6,5;1;UN;;63,12;UN;;
Profil Alu;;EMBOUT 7784+7796+7798;INSTALLUX;INSTALLUX;7800;Non;1;1;un;;;UN;;
Profil Alu;;JOINT ARETIER;INSTALLUX;INSTALLUX;7815;Non;#REF!;1;barre;;;barre;;
Profil Alu;;CAPOT VISSE 39;INSTALLUX;INSTALLUX;#REF!;Non;#REF!;1;barre;;;barre;;
Profil Alu;;CAPOT VISSE 36;INSTALLUX;INSTALLUX;7836;Non;6,5;1;UN;;;UN;;
Profil Alu;;JOINT ASSISE 7;INSTALLUX;INSTALLUX;#REF!;Non;#REF!;1;barre;;;barre;;
Profil Alu;;JOINT ASSISE 11;INSTALLUX;INSTALLUX;8604;Non;#REF!;1;barre;;;barre;;
Profil Alu;;COUVRE JOINT 35;INSTALLUX;INSTALLUX;9151;Non;6,5;1;UN;;;UN;;
Profil Alu;;COUVRE JOINT 30;INSTALLUX;INSTALLUX;9158;Non;6,5;1;UN;;;UN;;
Profil Alu;;BAVETTE 40MM;INSTALLUX;INSTALLUX;420027;Non;6,5;1;barre;;;barre;;
Profil Alu;;CAPOT 90°;INSTALLUX;INSTALLUX;720023;Non;6,5;1;barre;;163,34;barre;;
Profil PVC;;PROFIL PVC POTEAU 90°;INSTALLUX;INSTALLUX;730003;Non;6,5;;un;;;UN;;
Profil Alu;;PARCLOSE A PIED 20;INSTALLUX;INSTALLUX;27/20;Non;6,5;1;barre;;11,44;barre;;
Profil Alu;;PARCLOSE LAQUABLE CLIP;INSTALLUX;INSTALLUX;5050L;Non;6,5;1;barre;;11,18;barre;;sept-21
Profil Alu;;DORMANT 50 CAGE CLIP/TOL;INSTALLUX;INSTALLUX;5501TH;Non;6,5;1;barre;;;barre;;
Profil Alu;;DORMANT 50 CAGE A CLIP;INSTALLUX;INSTALLUX;5503TH;Non;6,5;1;barre;;81,06;barre;;sept-21
JOINT;;COUVRE-JOINT;ARCELOR (BERTON SICARD);INSTALLUX;P6048;Non;5,8;;;;;;;
Profil Alu;;POTEAU DROIT 76X118 4 m;INSTALLUX;INSTALLUX;7018/4Th;Non;4,8;1;barre;;121,82;Barre;;
Profil Alu;;POTEAU DROIT 76X118 6,5m;INSTALLUX;INSTALLUX;7018TH;Non;6,5;1;barre;;164,97;Barre;;
Profil Alu;;POTEAU D’ANGLE 76X116;INSTALLUX;INSTALLUX;7050/4TH;Non;4,8;1;barre;;131,69;Barre;;
Profil Alu;;POTEAU D’ANGLE 76X116;INSTALLUX;INSTALLUX;7050TH;Non;6,5;1;barre;;167,64;Barre;;
Profil Alu;;POTEAU D’ANGLE 76X116;INSTALLUX;INSTALLUX;7051/4TH;Non;4,8;1;UN;;121,94;UN;;
Profil Alu;;POTEAU D’ANGLE 76X116;INSTALLUX;INSTALLUX;7051TH;Non;6,5;1;UN;;165,95;UN;;
Profil Alu;;CAPOT 66;INSTALLUX;INSTALLUX;7053;Non;6,5;1;UN;;86,58;UN;;
Profil Alu;;LIAISO110X31;INSTALLUX;INSTALLUX;7055/4TH;Non;4,8;1;UN;;;UN;;
JOINT;;*CVRE-JOINT RENO CARRE;ARCELOR (BERTON SICARD);INSTALLUX;5101;Non;6,5;;;;;;;
Profil Alu;;LIAISO110X31;INSTALLUX;INSTALLUX;7055TH;Non;;1;UN;;110,53;UN;;
Profil Alu;;CAPOT 9;INSTALLUX;INSTALLUX;7058/4;Non;4,8;1;barre;;40,66;Barre;;
Profil Alu;;POTEAU 90° SORTANT 124;INSTALLUX;INSTALLUX;710003N;Non;6,5;1;barre;;145,57;barre;;
Profil Alu;;POTEAU VARIABLE FEMELLE;INSTALLUX;INSTALLUX;7119TH;Non;6,5;1;UN;;;UN;;
Profil Alu;;POTEAU VARIABLE 120/140;INSTALLUX;INSTALLUX;7121TH;Non;6,5;1;UN;;;UN;;
Profil Alu;;PROFIL MONTANT 75X31;INSTALLUX;INSTALLUX;7124TH;Non;6,5;1;UN;;81,64;UN;;
Profil Alu;;PROFIL MONTANT 120X31;INSTALLUX;INSTALLUX;7125/4TH;Non;4,8;1;UN;;;UN;;
Profil Alu;;PROFIL MONTANT 120X31;INSTALLUX;INSTALLUX;7125TH;Non;6,5;1;UN;;;UN;;
Profil Alu;;PROFIL LIAISON 135° 75;INSTALLUX;INSTALLUX;7126/4th;Non;4,8;1;barre;;;barre;;
Profil Alu;;PROFIL LIAISON 135° 75;INSTALLUX;INSTALLUX;7126th;Non;6,5;1;barre;;;barre;;
Profil Alu;;SABLIERE VR INTEGRE;INSTALLUX;INSTALLUX;7130/4TH;Non;4;1;barre;;;barre;;
Profil Alu;;SABLIERE VR INTEGRE;INSTALLUX;INSTALLUX;7130TH;Non;6,5;1;barre;;;barre;;
Profil Alu;;P.BASE ARETIER ARTICULE;INSTALLUX;INSTALLUX;7235TH;Non;6,5;1;Barre;;109,62;Barre;;
Profil Alu;;ARTICULATIO/ARETIER;INSTALLUX;INSTALLUX;7236TH;Non;6,5;1;Barre;;128,02;Barre;;
Accessoire;;CLIP /FIX.DOUCINE 7008;INSTALLUX;INSTALLUX;7251B;Non;10;1;un;;1,80;UN;;
Profil Alu;;EPINE TUBUL.RPTH 120;INSTALLUX;INSTALLUX;7303/4TH;Non;4,7;1;barre;;82,86;barre;;
Profil Alu;;EPINE TUBUL.RPTH 120;INSTALLUX;INSTALLUX;7303TH;Non;6,5;1;barre;;114,60;barre;;
Profil Alu;;EPINE TUBUL.RPTH 150;INSTALLUX;INSTALLUX;7304/4TH;Non;4,7;1;barre;;;barre;;
Profil Alu;;EPINE TUBUL.RPTH 150;INSTALLUX;INSTALLUX;7304TH;Non;6,5;1;barre;;;barre;;
Profil Alu;;TUB EXT RPT 65X100;INSTALLUX;INSTALLUX;7305/4TH;Non;4,7;1;barre;;78,98;barre;;
Profil Alu;;TUB EXT RPT 65X100;INSTALLUX;INSTALLUX;7305TH;Non;6,5;1;barre;;109,56;barre;;
Profil Alu;;PROFIL DE RIVE RPTH;INSTALLUX;INSTALLUX;7306TH;Non;6,5;1;barre;;;barre;;
Profil Alu;;"Chevron ""T"" thermique (7308TH)";INSTALLUX;INSTALLUX;7308/4TH;Non;4,7;1;barre;;93,00;barre;;
Profil Alu;;"Chevron ""T"" thermique (7308TH)";INSTALLUX;INSTALLUX;7308TH;Non;6,5;1;barre;;128,00;barre;;
Profil Alu;;FAITIERE RPT;INSTALLUX;INSTALLUX;7645TH;Non;6,5;1;barre;;97,18;barre;;
Profil Alu;;FAITIERE DECALEE 32/67;INSTALLUX;INSTALLUX;7652th;Non;6,5;1;UN; 134,42 ;118,50;UN;;sept-21
Profil Alu;;SABLIERE CHENEAU;INSTALLUX;INSTALLUX;7760/4TH;Non;4,5;1;barre; 138,06 ;144,00;barre;;24-sept
Profil Alu;;SABLIERE CHENEAU;INSTALLUX;INSTALLUX;7760TH;Non;6,5;1;barre; 199,16 ;208,00;barre;;24-sept
Profil Alu;;CHENEAU VOLET ROULANT;INSTALLUX;INSTALLUX;7784/4;Non;4;1;barre;;;barre;;
Profil Alu;;CAPOT CONTEMPORAIN VR;INSTALLUX;INSTALLUX;7796/4;Non;4;1;barre;;;barre;;
Profil Alu;;CORNIERE PARCLOSE 30X30;INSTALLUX;INSTALLUX;114;Non;6,5;1;barre;;38,03;barre;;
Profil Alu;;CORNIERE 100X100X2;INSTALLUX;INSTALLUX;L1001002;Non;6,5;1;Barre;;82,29;Barre;;janv-22
Profil Alu;;CORNIERE 100X20X2;INSTALLUX;INSTALLUX;L100202;Non;6,5;1;Barre;;49,21;Barre;;janv-22
Profil Alu;;CORNIERE 100X50X2;INSTALLUX;INSTALLUX;L100502;Non;6,5;1;Barre;;61,52;Barre;;janv-22
Profil Alu;;CORNIERE 10X10X2;INSTALLUX;INSTALLUX;L1010X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;CORNIERE 15X15X2;INSTALLUX;INSTALLUX;L1515X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;CORNIERE 20X15X2;INSTALLUX;INSTALLUX;L2015X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;CORNIERE 20X20X2;INSTALLUX;INSTALLUX;L2020X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;CORNIERE 25X10X2;INSTALLUX;INSTALLUX;L2510X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;CORNIERE 25X25X2;INSTALLUX;INSTALLUX;L2525X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;CORNIERE 30X15X2;INSTALLUX;INSTALLUX;L3015X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;CORNIERE 30X30X2;INSTALLUX;INSTALLUX;L3030X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;CORNIERE 35X20X2;INSTALLUX;INSTALLUX;L3520x2;Non;6,5;1;barre;;;barre;;
Profil Alu;;CORNIERE 35X20X2;INSTALLUX;INSTALLUX;L3520X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;CORNIERE 40X20X2;INSTALLUX;INSTALLUX;L4020X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;CORNIERE 40X40X2;INSTALLUX;INSTALLUX;L4040X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;CORNIERE 45X45X2;INSTALLUX;INSTALLUX;L4545X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;CORNIERE 50X20X2;INSTALLUX;INSTALLUX;L5020X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;CORNIERE 50X50X2;INSTALLUX;INSTALLUX;L5050X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;CORNIERE 60X20X1,8;INSTALLUX;INSTALLUX;L602018;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;CORNIERE 60X30X2;INSTALLUX;INSTALLUX;L6030X2;Non;6,5;1;Barre;;28,67;Barre;;
Profil Alu;;CORNIERE 60X40X2;INSTALLUX;INSTALLUX;L60X40;Non;6,5;1;UN;;;UN;;
Profil Alu;;CORNIERE 60X60X6;INSTALLUX;INSTALLUX;L6060X6;Non;6,5;1;Barre;;;Barre;;
JOINT;;JOINTEMENT OF 2 VTX;ARCELOR (BERTON SICARD);INSTALLUX;5420TH;Non;6,5;;;;;;;
JOINT;;DORM. 64 COUVR.JOINT;ARCELOR (BERTON SICARD);INSTALLUX;5922;Non;6;;;;;;;
JOINT;;JOINT FAITIERE EPINE;ARCELOR (BERTON SICARD);INSTALLUX;7174;Non;25;;;;;;;
JOINT;;JOINT FAITIERE EPINE;ARCELOR (BERTON SICARD);INSTALLUX;7174;Non;25;;;;;;;
JOINT;;PORTE JOINT ARTICULATION;ARCELOR (BERTON SICARD);INSTALLUX;7660;Non;6,5;;;;;;;
Profil Alu;;FINITION PLAT;INSTALLUX;INSTALLUX;720011;Non;6,5;1;barre;;;barre;;
Profil Alu;;FINITION PLAT;INSTALLUX;INSTALLUX;720011;Non;6,5;1;barre;;;barre;;
Profil Alu;;DORMANT 50MM FOND PLAT;INSTALLUX;INSTALLUX;5504TH;Non;6,5;1;barre;;;barre;;
Profil Alu;;MEPLAT 100X8;INSTALLUX;INSTALLUX;PL100X8;Non;6,5;1;Barre;;95,78;Barre;;
Profil Alu;;MEPLAT 15X3;INSTALLUX;INSTALLUX;PL15X3;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;MEPLAT 20X2;INSTALLUX;INSTALLUX;PL20X2;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;MEPLAT 20X3;INSTALLUX;INSTALLUX;PL20X3;Non;6,5;1;Barre;;;Barre;;
Profil Alu;;MEPLAT 25X3;INSTALLUX;INSTALLUX;PL25X3;Non;6,5;1;Barre;;;Barre;;
